employee,Email,InvoiceId,CustomerId,InvoiceDate,BillingAddress,BillingCountry,BillingPostalCode,Total
Margaret Park,margaret@chinookcorp.com,199,10,2011-05-21 00:00:00,"Rua Dr. Falcão Filho, 155",Brazil,01007-010,5.94
Margaret Park,margaret@chinookcorp.com,251,10,2012-01-09 00:00:00,"Rua Dr. Falcão Filho, 155",Brazil,01007-010,0.99
Margaret Park,margaret@chinookcorp.com,372,10,2013-07-02 00:00:00,"Rua Dr. Falcão Filho, 155",Brazil,01007-010,1.98
Margaret Park,margaret@chinookcorp.com,383,10,2013-08-12 00:00:00,"Rua Dr. Falcão Filho, 155",Brazil,01007-010,13.86
Margaret Park,margaret@chinookcorp.com,35,13,2009-06-05 00:00:00,Qe 7 Bloco G,Brazil,71020-677,1.98
Margaret Park,margaret@chinookcorp.com,58,13,2009-09-07 00:00:00,Qe 7 Bloco G,Brazil,71020-677,3.96
Margaret Park,margaret@chinookcorp.com,80,13,2009-12-10 00:00:00,Qe 7 Bloco G,Brazil,71020-677,5.94
Margaret Park,margaret@chinookcorp.com,132,13,2010-07-31 00:00:00,Qe 7 Bloco G,Brazil,71020-677,0.99
Margaret Park,margaret@chinookcorp.com,253,13,2012-01-22 00:00:00,Qe 7 Bloco G,Brazil,71020-677,1.98
Margaret Park,margaret@chinookcorp.com,264,13,2012-03-03 00:00:00,Qe 7 Bloco G,Brazil,71020-677,13.86
Margaret Park,margaret@chinookcorp.com,319,13,2012-11-01 00:00:00,Qe 7 Bloco G,Brazil,71020-677,8.91
Margaret Park,margaret@chinookcorp.com,13,16,2009-02-19 00:00:00,1600 Amphitheatre Parkway,USA,94043-1351,0.99
Margaret Park,margaret@chinookcorp.com,134,16,2010-08-13 00:00:00,1600 Amphitheatre Parkway,USA,94043-1351,1.98
Margaret Park,margaret@chinookcorp.com,145,16,2010-09-23 00:00:00,1600 Amphitheatre Parkway,USA,94043-1351,13.86
Margaret Park,margaret@chinookcorp.com,200,16,2011-05-24 00:00:00,1600 Amphitheatre Parkway,USA,94043-1351,8.91
Margaret Park,margaret@chinookcorp.com,329,16,2012-12-28 00:00:00,1600 Amphitheatre Parkway,USA,94043-1351,1.98
Margaret Park,margaret@chinookcorp.com,352,16,2013-04-01 00:00:00,1600 Amphitheatre Parkway,USA,94043-1351,3.96
Margaret Park,margaret@chinookcorp.com,374,16,2013-07-04 00:00:00,1600 Amphitheatre Parkway,USA,94043-1351,5.94
Margaret Park,margaret@chinookcorp.com,113,20,2010-05-12 00:00:00,541 Del Medio Avenue,USA,94040-111,1.98
Margaret Park,margaret@chinookcorp.com,124,20,2010-06-22 00:00:00,541 Del Medio Avenue,USA,94040-111,13.86
Margaret Park,margaret@chinookcorp.com,179,20,2011-02-20 00:00:00,541 Del Medio Avenue,USA,94040-111,8.91
Margaret Park,margaret@chinookcorp.com,308,20,2012-09-26 00:00:00,541 Del Medio Avenue,USA,94040-111,3.98
Margaret Park,margaret@chinookcorp.com,331,20,2012-12-29 00:00:00,541 Del Medio Avenue,USA,94040-111,3.96
Margaret Park,margaret@chinookcorp.com,353,20,2013-04-02 00:00:00,541 Del Medio Avenue,USA,94040-111,5.94
Margaret Park,margaret@chinookcorp.com,405,20,2013-11-21 00:00:00,541 Del Medio Avenue,USA,94040-111,0.99
Margaret Park,margaret@chinookcorp.com,91,22,2010-02-08 00:00:00,120 S Orange Ave,USA,32801,1.98
Margaret Park,margaret@chinookcorp.com,114,22,2010-05-13 00:00:00,120 S Orange Ave,USA,32801,3.96
Margaret Park,margaret@chinookcorp.com,136,22,2010-08-15 00:00:00,120 S Orange Ave,USA,32801,5.94
Margaret Park,margaret@chinookcorp.com,188,22,2011-04-05 00:00:00,120 S Orange Ave,USA,32801,0.99
Margaret Park,margaret@chinookcorp.com,309,22,2012-09-26 00:00:00,120 S Orange Ave,USA,32801,3.98
Margaret Park,margaret@chinookcorp.com,320,22,2012-11-06 00:00:00,120 S Orange Ave,USA,32801,13.86
Margaret Park,margaret@chinookcorp.com,375,22,2013-07-07 00:00:00,120 S Orange Ave,USA,32801,8.91
Margaret Park,margaret@chinookcorp.com,5,23,2009-01-11 00:00:00,69 Salem Street,USA,2113,13.86
Margaret Park,margaret@chinookcorp.com,60,23,2009-09-11 00:00:00,69 Salem Street,USA,2113,8.91
Margaret Park,margaret@chinookcorp.com,189,23,2011-04-18 00:00:00,69 Salem Street,USA,2113,1.98
Margaret Park,margaret@chinookcorp.com,212,23,2011-07-21 00:00:00,69 Salem Street,USA,2113,3.96
Margaret Park,margaret@chinookcorp.com,234,23,2011-10-23 00:00:00,69 Salem Street,USA,2113,5.94
Margaret Park,margaret@chinookcorp.com,286,23,2012-06-12 00:00:00,69 Salem Street,USA,2113,0.99
Margaret Park,margaret@chinookcorp.com,407,23,2013-12-04 00:00:00,69 Salem Street,USA,2113,1.98
Margaret Park,margaret@chinookcorp.com,70,26,2009-11-07 00:00:00,2211 W Berry Street,USA,76110,1.98
Margaret Park,margaret@chinookcorp.com,93,26,2010-02-09 00:00:00,2211 W Berry Street,USA,76110,3.96
Margaret Park,margaret@chinookcorp.com,115,26,2010-05-14 00:00:00,2211 W Berry Street,USA,76110,5.94
Margaret Park,margaret@chinookcorp.com,167,26,2011-01-02 00:00:00,2211 W Berry Street,USA,76110,0.99
Margaret Park,margaret@chinookcorp.com,288,26,2012-06-25 00:00:00,2211 W Berry Street,USA,76110,1.98
Margaret Park,margaret@chinookcorp.com,299,26,2012-08-05 00:00:00,2211 W Berry Street,USA,76110,23.86
Margaret Park,margaret@chinookcorp.com,354,26,2013-04-05 00:00:00,2211 W Berry Street,USA,76110,8.91
Margaret Park,margaret@chinookcorp.com,39,27,2009-06-10 00:00:00,1033 N Park Ave,USA,85719,8.91
Margaret Park,margaret@chinookcorp.com,168,27,2011-01-15 00:00:00,1033 N Park Ave,USA,85719,1.98
Margaret Park,margaret@chinookcorp.com,191,27,2011-04-19 00:00:00,1033 N Park Ave,USA,85719,3.96
Margaret Park,margaret@chinookcorp.com,213,27,2011-07-22 00:00:00,1033 N Park Ave,USA,85719,5.94
Margaret Park,margaret@chinookcorp.com,265,27,2012-03-11 00:00:00,1033 N Park Ave,USA,85719,0.99
Margaret Park,margaret@chinookcorp.com,386,27,2013-09-02 00:00:00,1033 N Park Ave,USA,85719,1.98
